golden_team_id,src_a_id,src_b_id,src_c_id
GT0002526,SRA0002270,SRB0001952,
GT0002527,SRA0002271,SRB0001953,
GT0002528,SRA0002272,SRB0001954,SRC0001301
GT0002529,SRA0002273,,
GT0002530,SRA0002274,SRB0001955,SRC0001302
GT0002531,SRA0002275,SRB0001956,SRC0001303
GT0002532,SRA0002276,SRB0001957,
GT0002533,SRA0002277,SRB0001958,SRC0001304
GT0002534,SRA0002278,SRB0001959,SRC0001305
GT0002535,SRA0002279,SRB0001960,
GT0002536,SRA0002280,,SRC0001306
GT0002537,SRA0002281,SRB0001961,
GT0002538,SRA0002282,SRB0001962,SRC0001307
GT0002539,SRA0002283,SRB0001963,SRC0001308
GT0002540,SRA0002284,SRB0001964,SRC0001309
GT0002541,SRA0002285,SRB0001965,
GT0002542,,SRB0001966,
GT0002543,SRA0002286,SRB0001967,
GT0002544,SRA0002287,SRB0001968,
GT0002545,SRA0002288,SRB0001969,SRC0001310
GT0002546,SRA0002289,SRB0001970,
GT0002547,SRA0002290,SRB0001971,
GT0002548,SRA0002291,SRB0001972,
GT0002549,SRA0002292,,SRC0001311
GT0002550,SRA0002293,SRB0001973,SRC0001312
GT0002551,,SRB0001974,
GT0002552,,SRB0001975,
GT0002553,SRA0002294,SRB0001976,SRC0001313
GT0002554,SRA0002295,SRB0001977,SRC0001314
GT0002555,SRA0002296,SRB0001978,SRC0001315
GT0002556,SRA0002297,SRB0001979,
GT0002557,SRA0002298,SRB0001980,SRC0001316
GT0002558,SRA0002299,SRB0001981,SRC0001317
GT0002559,SRA0002300,SRB0001982,SRC0001318
GT0002560,SRA0002301,SRB0001983,SRC0001319
GT0002561,SRA0002302,,
GT0002562,SRA0002303,SRB0001984,SRC0001320
GT0002563,SRA0002304,SRB0001985,SRC0001321
GT0002564,SRA0002305,SRB0001986,SRC0001322
GT0002565,,,
GT0002566,SRA0002306,SRB0001987,
GT0002567,SRA0002307,,SRC0001323
GT0002568,SRA0002308,SRB0001988,SRC0001324
GT0002569,,SRB0001989,SRC0001325
GT0002570,SRA0002309,SRB0001990,
GT0002571,SRA0002310,SRB0001991,SRC0001326
GT0002572,SRA0002311,SRB0001992,
GT0002573,SRA0002312,SRB0001993,SRC0001327
GT0002574,SRA0002313,SRB0001994,
GT0002575,SRA0002314,SRB0001995,SRC0001328
GT0002576,,SRB0001996,SRC0001329
GT0002577,SRA0002315,SRB0001997,
GT0002578,SRA0002316,SRB0001998,SRC0001330
GT0002579,SRA0002317,SRB0001999,
GT0002580,SRA0002318,SRB0002000,SRC0001331
GT0002581,SRA0002319,SRB0002001,SRC0001332
GT0002582,SRA0002320,,SRC0001333
GT0002583,SRA0002321,SRB0002002,
GT0002584,SRA0002322,SRB0002003,SRC0001334
GT0002585,SRA0002323,SRB0002004,
GT0002586,SRA0002324,,
GT0002587,,SRB0002005,
GT0002588,SRA0002325,SRB0002006,
GT0002589,SRA0002326,SRB0002007,SRC0001335
GT0002590,SRA0002327,SRB0002008,SRC0001336
GT0002591,SRA0002328,SRB0002009,
GT0002592,SRA0002329,SRB0002010,
GT0002593,SRA0002330,SRB0002011,SRC0001337
GT0002594,SRA0002331,,
GT0002595,SRA0002332,SRB0002012,
GT0002596,SRA0002333,SRB0002013,SRC0001338
GT0002597,SRA0002334,SRB0002014,
GT0002598,,,
GT0002599,SRA0002335,,
GT0002600,SRA0002336,SRB0002015,SRC0001339
GT0002601,SRA0002337,SRB0002016,SRC0001340
GT0002602,SRA0002338,SRB0002017,SRC0001341
GT0002603,SRA0002339,SRB0002018,SRC0001342
GT0002604,SRA0002340,SRB0002019,SRC0001343
GT0002605,SRA0002341,SRB0002020,
GT0002606,SRA0002342,SRB0002021,SRC0001344
GT0002607,SRA0002343,SRB0002022,SRC0001345
GT0002608,,SRB0002023,
GT0002609,SRA0002344,SRB0002024,
GT0002610,SRA0002345,,SRC0001346
GT0002611,SRA0002346,SRB0002025,
GT0002612,SRA0002347,SRB0002026,
GT0002613,SRA0002348,SRB0002027,SRC0001347
GT0002614,SRA0002349,SRB0002028,SRC0001348
GT0002615,SRA0002350,SRB0002029,
GT0002616,SRA0002351,SRB0002030,SRC0001349
GT0002617,SRA0002352,SRB0002031,SRC0001350
GT0002618,SRA0002353,SRB0002032,SRC0001351
GT0002619,SRA0002354,SRB0002033,
GT0002620,SRA0002355,SRB0002034,
GT0002621,SRA0002356,SRB0002035,SRC0001352
GT0002622,SRA0002357,SRB0002036,SRC0001353
GT0002623,,SRB0002037,SRC0001354
GT0002624,SRA0002358,,
GT0002625,SRA0002359,SRB0002038,SRC0001355
GT0002626,SRA0002360,SRB0002039,
GT0002627,SRA0002361,SRB0002040,SRC0001356
GT0002628,SRA0002362,SRB0002041,SRC0001357
GT0002629,SRA0002363,SRB0002042,SRC0001358
GT0002630,SRA0002364,,
GT0002631,SRA0002365,,
GT0002632,SRA0002366,SRB0002043,
GT0002633,SRA0002367,SRB0002044,
GT0002634,SRA0002368,,
GT0002635,,SRB0002045,SRC0001359
GT0002636,SRA0002369,SRB0002046,
GT0002637,SRA0002370,SRB0002047,SRC0001360
GT0002638,SRA0002371,SRB0002048,
GT0002639,SRA0002372,SRB0002049,SRC0001361
GT0002640,SRA0002373,SRB0002050,
GT0002641,SRA0002374,SRB0002051,SRC0001362
GT0002642,SRA0002375,SRB0002052,
GT0002643,SRA0002376,,SRC0001363
GT0002644,SRA0002377,,SRC0001364
GT0002645,SRA0002378,SRB0002053,SRC0001365
GT0002646,SRA0002379,SRB0002054,
GT0002647,SRA0002380,SRB0002055,
GT0002648,SRA0002381,SRB0002056,
GT0002649,SRA0002382,SRB0002057,
GT0002650,SRA0002383,SRB0002058,SRC0001366
GT0002651,SRA0002384,SRB0002059,SRC0001367
GT0002652,SRA0002385,SRB0002060,
GT0002653,SRA0002386,SRB0002061,
GT0002654,SRA0002387,SRB0002062,SRC0001368
GT0002655,,SRB0002063,SRC0001369
GT0002656,,SRB0002064,SRC0001370
GT0002657,SRA0002388,SRB0002065,SRC0001371
GT0002658,SRA0002389,SRB0002066,SRC0001372
GT0002659,SRA0002390,SRB0002067,
GT0002660,SRA0002391,SRB0002068,
GT0002661,SRA0002392,SRB0002069,
GT0002662,SRA0002393,,
GT0002663,,SRB0002070,SRC0001373
GT0002664,SRA0002394,SRB0002071,
GT0002665,SRA0002395,SRB0002072,
GT0002666,SRA0002396,,SRC0001374
GT0002667,SRA0002397,SRB0002073,SRC0001375
GT0002668,SRA0002398,SRB0002074,SRC0001376
GT0002669,SRA0002399,,SRC0001377
GT0002670,SRA0002400,SRB0002075,SRC0001378
GT0002671,SRA0002401,SRB0002076,SRC0001379
GT0002672,SRA0002402,SRB0002077,SRC0001380
GT0002673,SRA0002403,SRB0002078,
GT0002674,SRA0002404,SRB0002079,
GT0002675,SRA0002405,,
GT0002676,SRA0002406,SRB0002080,
GT0002677,SRA0002407,SRB0002081,SRC0001381
GT0002678,SRA0002408,,SRC0001382
GT0002679,SRA0002409,SRB0002082,SRC0001383
GT0002680,,SRB0002083,
GT0002681,SRA0002410,,
GT0002682,SRA0002411,SRB0002084,
GT0002683,SRA0002412,SRB0002085,SRC0001384
GT0002684,SRA0002413,SRB0002086,
GT0002685,SRA0002414,SRB0002087,
GT0002686,SRA0002415,,
GT0002687,SRA0002416,SRB0002088,SRC0001385
GT0002688,,SRB0002089,
GT0002689,SRA0002417,SRB0002090,SRC0001386
GT0002690,SRA0002418,SRB0002091,SRC0001387
GT0002691,SRA0002419,,SRC0001388
GT0002692,SRA0002420,,SRC0001389
GT0002693,SRA0002421,SRB0002092,
GT0002694,SRA0002422,SRB0002093,SRC0001390
GT0002695,SRA0002423,SRB0002094,SRC0001391
GT0002696,SRA0002424,SRB0002095,
GT0002697,SRA0002425,SRB0002096,
GT0002698,SRA0002426,SRB0002097,
GT0002699,SRA0002427,SRB0002098,SRC0001392
GT0002700,SRA0002428,,
GT0002701,SRA0002429,SRB0002099,
GT0002702,SRA0002430,,
GT0002703,,SRB0002100,
GT0002704,SRA0002431,SRB0002101,
GT0002705,SRA0002432,SRB0002102,
GT0002706,SRA0002433,SRB0002103,SRC0001393
GT0002707,SRA0002434,SRB0002104,
GT0002708,SRA0002435,,SRC0001394
GT0002709,SRA0002436,SRB0002105,SRC0001395
GT0002710,SRA0002437,SRB0002106,
GT0002711,SRA0002438,SRB0002107,SRC0001396
GT0002712,SRA0002439,SRB0002108,SRC0001397
GT0002713,SRA0002440,SRB0002109,SRC0001398
GT0002714,SRA0002441,SRB0002110,
GT0002715,SRA0002442,SRB0002111,SRC0001399
GT0002716,SRA0002443,SRB0002112,
GT0002717,SRA0002444,,
GT0002718,SRA0002445,,SRC0001400
GT0002719,SRA0002446,SRB0002113,
GT0002720,SRA0002447,SRB0002114,SRC0001401
GT0002721,SRA0002448,SRB0002115,
GT0002722,SRA0002449,SRB0002116,
GT0002723,SRA0002450,SRB0002117,
GT0002724,SRA0002451,SRB0002118,SRC0001402
GT0002725,SRA0002452,SRB0002119,
GT0002726,SRA0002453,,
GT0002727,SRA0002454,SRB0002120,SRC0001403
GT0002728,,SRB0002121,
GT0002729,SRA0002455,SRB0002122,SRC0001404
GT0002730,SRA0002456,SRB0002123,SRC0001405
GT0002731,SRA0002457,,SRC0001406
GT0002732,SRA0002458,SRB0002124,SRC0001407
GT0002733,SRA0002459,SRB0002125,
GT0002734,SRA0002460,SRB0002126,SRC0001408
GT0002735,SRA0002461,SRB0002127,
GT0002736,SRA0002462,,
GT0002737,SRA0002463,SRB0002128,
GT0002738,SRA0002464,SRB0002129,
GT0002739,SRA0002465,SRB0002130,
GT0002740,SRA0002466,SRB0002131,SRC0001409
GT0002741,SRA0002467,,
GT0002742,SRA0002468,SRB0002132,
GT0002743,SRA0002469,SRB0002133,SRC0001410
GT0002744,SRA0002470,SRB0002134,SRC0001411
GT0002745,SRA0002471,SRB0002135,SRC0001412
GT0002746,SRA0002472,SRB0002136,SRC0001413
GT0002747,SRA0002473,SRB0002137,
GT0002748,SRA0002474,,
GT0002749,SRA0002475,,
GT0002750,SRA0002476,SRB0002138,
GT0002751,SRA0002477,SRB0002139,SRC0001414
GT0002752,SRA0002478,SRB0002140,
GT0002753,SRA0002479,SRB0002141,
GT0002754,SRA0002480,SRB0002142,SRC0001415
GT0002755,SRA0002481,,SRC0001416
GT0002756,SRA0002482,SRB0002143,SRC0001417
GT0002757,,,SRC0001418
GT0002758,SRA0002483,SRB0002144,
GT0002759,SRA0002484,SRB0002145,
GT0002760,SRA0002485,SRB0002146,SRC0001419
GT0002761,,SRB0002147,SRC0001420
GT0002762,SRA0002486,,
GT0002763,SRA0002487,,SRC0001421
GT0002764,SRA0002488,,SRC0001422
GT0002765,SRA0002489,,
GT0002766,SRA0002490,SRB0002148,SRC0001423
GT0002767,SRA0002491,SRB0002149,
GT0002768,SRA0002492,SRB0002150,
GT0002769,SRA0002493,,SRC0001424
GT0002770,SRA0002494,SRB0002151,
GT0002771,,SRB0002152,
GT0002772,SRA0002495,SRB0002153,SRC0001425
GT0002773,SRA0002496,SRB0002154,SRC0001426
GT0002774,SRA0002497,SRB0002155,SRC0001427
GT0002775,SRA0002498,SRB0002156,
GT0002776,SRA0002499,SRB0002157,SRC0001428
GT0002777,SRA0002500,,
GT0002778,SRA0002501,SRB0002158,SRC0001429
GT0002779,SRA0002502,SRB0002159,
GT0002780,SRA0002503,,SRC0001430
GT0002781,SRA0002504,SRB0002160,
GT0002782,SRA0002505,SRB0002161,SRC0001431
GT0002783,,,
GT0002784,SRA0002506,,
GT0002785,SRA0002507,SRB0002162,SRC0001432
GT0002786,SRA0002508,SRB0002163,
GT0002787,SRA0002509,SRB0002164,SRC0001433
GT0002788,SRA0002510,SRB0002165,
GT0002789,SRA0002511,SRB0002166,
GT0002790,SRA0002512,SRB0002167,SRC0001434
GT0002791,SRA0002513,SRB0002168,SRC0001435
GT0002792,SRA0002514,SRB0002169,
GT0002793,SRA0002515,,
GT0002794,SRA0002516,SRB0002170,
GT0002795,SRA0002517,SRB0002171,SRC0001436
GT0002796,SRA0002518,SRB0002172,SRC0001437
GT0002797,SRA0002519,SRB0002173,
GT0002798,SRA0002520,SRB0002174,SRC0001438
GT0002799,SRA0002521,SRB0002175,SRC0001439
GT0002800,SRA0002522,,SRC0001440
GT0002801,SRA0002523,SRB0002176,SRC0001441
GT0002802,SRA0002524,SRB0002177,
GT0002803,SRA0002525,,SRC0001442
GT0002804,SRA0002526,SRB0002178,
GT0002805,,,SRC0001443
GT0002806,SRA0002527,SRB0002179,SRC0001444
GT0002807,SRA0002528,SRB0002180,SRC0001445
GT0002808,SRA0002529,SRB0002181,
GT0002809,SRA0002530,SRB0002182,
GT0002810,SRA0002531,SRB0002183,
GT0002811,SRA0002532,SRB0002184,SRC0001446
GT0002812,SRA0002533,SRB0002185,SRC0001447
GT0002813,SRA0002534,SRB0002186,
GT0002814,SRA0002535,SRB0002187,SRC0001448
GT0002815,SRA0002536,SRB0002188,
GT0002816,SRA0002537,,
GT0002817,SRA0002538,SRB0002189,SRC0001449
GT0002818,SRA0002539,SRB0002190,
GT0002819,SRA0002540,,
GT0002820,SRA0002541,SRB0002191,
GT0002821,SRA0002542,SRB0002192,
GT0002822,SRA0002543,SRB0002193,
GT0002823,SRA0002544,SRB0002194,
GT0002824,SRA0002545,SRB0002195,
GT0002825,SRA0002546,SRB0002196,
GT0002826,SRA0002547,SRB0002197,
GT0002827,SRA0002548,,SRC0001450
GT0002828,SRA0002549,SRB0002198,SRC0001451
GT0002829,SRA0002550,SRB0002199,
GT0002830,SRA0002551,SRB0002200,
GT0002831,SRA0002552,,SRC0001452
GT0002832,SRA0002553,,
GT0002833,SRA0002554,SRB0002201,
GT0002834,SRA0002555,SRB0002202,SRC0001453
GT0002835,,SRB0002203,
GT0002836,SRA0002556,SRB0002204,
GT0002837,SRA0002557,SRB0002205,SRC0001454
GT0002838,SRA0002558,SRB0002206,
GT0002839,SRA0002559,SRB0002207,SRC0001455
GT0002840,,SRB0002208,
GT0002841,,,
GT0002842,SRA0002560,SRB0002209,SRC0001456
GT0002843,SRA0002561,SRB0002210,SRC0001457
GT0002844,SRA0002562,SRB0002211,
GT0002845,SRA0002563,SRB0002212,
GT0002846,SRA0002564,SRB0002213,
GT0002847,SRA0002565,SRB0002214,
GT0002848,SRA0002566,SRB0002215,SRC0001458
GT0002849,SRA0002567,SRB0002216,
GT0002850,SRA0002568,SRB0002217,SRC0001459
GT0002851,SRA0002569,SRB0002218,SRC0001460
GT0002852,SRA0002570,SRB0002219,SRC0001461
GT0002853,SRA0002571,SRB0002220,
GT0002854,SRA0002572,,SRC0001462
GT0002855,SRA0002573,SRB0002221,SRC0001463
GT0002856,SRA0002574,,
GT0002857,SRA0002575,SRB0002222,
GT0002858,SRA0002576,SRB0002223,
GT0002859,SRA0002577,SRB0002224,SRC0001464
GT0002860,SRA0002578,SRB0002225,
GT0002861,SRA0002579,SRB0002226,
GT0002862,SRA0002580,,
GT0002863,,SRB0002227,SRC0001465
GT0002864,SRA0002581,SRB0002228,SRC0001466
GT0002865,SRA0002582,SRB0002229,
GT0002866,SRA0002583,,SRC0001467
GT0002867,SRA0002584,SRB0002230,
GT0002868,SRA0002585,SRB0002231,SRC0001468
GT0002869,SRA0002586,SRB0002232,SRC0001469
GT0002870,SRA0002587,SRB0002233,
GT0002871,SRA0002588,SRB0002234,SRC0001470
GT0002872,SRA0002589,SRB0002235,SRC0001471
GT0002873,SRA0002590,SRB0002236,
GT0002874,SRA0002591,SRB0002237,
GT0002875,SRA0002592,,SRC0001472
GT0002876,SRA0002593,SRB0002238,
GT0002877,SRA0002594,SRB0002239,SRC0001473
GT0002878,,SRB0002240,
GT0002879,SRA0002595,SRB0002241,
GT0002880,SRA0002596,SRB0002242,SRC0001474
GT0002881,SRA0002597,SRB0002243,SRC0001475
GT0002882,SRA0002598,SRB0002244,SRC0001476
GT0002883,SRA0002599,,SRC0001477
GT0002884,SRA0002600,SRB0002245,
GT0002885,SRA0002601,SRB0002246,
GT0002886,SRA0002602,SRB0002247,SRC0001478
GT0002887,,SRB0002248,SRC0001479
GT0002888,SRA0002603,,
GT0002889,SRA0002604,SRB0002249,SRC0001480
GT0002890,SRA0002605,SRB0002250,SRC0001481
GT0002891,SRA0002606,SRB0002251,
GT0002892,SRA0002607,SRB0002252,
GT0002893,SRA0002608,,SRC0001482
GT0002894,SRA0002609,,SRC0001483
GT0002895,SRA0002610,SRB0002253,SRC0001484
GT0002896,SRA0002611,SRB0002254,SRC0001485
GT0002897,SRA0002612,SRB0002255,SRC0001486
GT0002898,SRA0002613,SRB0002256,SRC0001487
GT0002899,SRA0002614,SRB0002257,SRC0001488
GT0002900,SRA0002615,SRB0002258,
GT0002901,SRA0002616,SRB0002259,
GT0002902,SRA0002617,SRB0002260,SRC0001489
GT0002903,SRA0002618,SRB0002261,SRC0001490
GT0002904,SRA0002619,,SRC0001491
GT0002905,,,SRC0001492
GT0002906,SRA0002620,,
GT0002907,,SRB0002262,SRC0001493
GT0002908,SRA0002621,SRB0002263,SRC0001494
GT0002909,SRA0002622,,
GT0002910,SRA0002623,SRB0002264,
GT0002911,SRA0002624,SRB0002265,SRC0001495
GT0002912,SRA0002625,SRB0002266,
GT0002913,SRA0002626,,SRC0001496
GT0002914,SRA0002627,SRB0002267,SRC0001497
GT0002915,SRA0002628,SRB0002268,
GT0002916,SRA0002629,SRB0002269,
GT0002917,SRA0002630,SRB0002270,SRC0001498
GT0002918,SRA0002631,SRB0002271,
GT0002919,SRA0002632,,SRC0001499
GT0002920,SRA0002633,SRB0002272,SRC0001500
GT0002921,SRA0002634,SRB0002273,
GT0002922,SRA0002635,SRB0002274,
GT0002923,,SRB0002275,
GT0002924,SRA0002636,,SRC0001501
GT0002925,SRA0002637,SRB0002276,SRC0001502
GT0002926,SRA0002638,,SRC0001503
GT0002927,SRA0002639,,SRC0001504
GT0002928,SRA0002640,SRB0002277,SRC0001505
GT0002929,SRA0002641,SRB0002278,
GT0002930,SRA0002642,,
GT0002931,SRA0002643,SRB0002279,SRC0001506
GT0002932,SRA0002644,,
GT0002933,SRA0002645,SRB0002280,
GT0002934,SRA0002646,SRB0002281,SRC0001507
GT0002935,SRA0002647,SRB0002282,SRC0001508
GT0002936,SRA0002648,SRB0002283,
GT0002937,SRA0002649,SRB0002284,
GT0002938,SRA0002650,SRB0002285,SRC0001509
GT0002939,SRA0002651,SRB0002286,
GT0002940,SRA0002652,SRB0002287,
GT0002941,SRA0002653,SRB0002288,SRC0001510
GT0002942,,SRB0002289,
GT0002943,SRA0002654,SRB0002290,
GT0002944,SRA0002655,SRB0002291,SRC0001511
GT0002945,SRA0002656,SRB0002292,SRC0001512
GT0002946,SRA0002657,SRB0002293,
GT0002947,SRA0002658,SRB0002294,SRC0001513
GT0002948,SRA0002659,,SRC0001514
GT0002949,SRA0002660,SRB0002295,
GT0002950,SRA0002661,SRB0002296,SRC0001515
GT0002951,SRA0002662,SRB0002297,SRC0001516
GT0002952,SRA0002663,SRB0002298,
GT0002953,SRA0002664,SRB0002299,SRC0001517
GT0002954,SRA0002665,,SRC0001518
GT0002955,SRA0002666,SRB0002300,SRC0001519
GT0002956,SRA0002667,,SRC0001520
GT0002957,,SRB0002301,
GT0002958,SRA0002668,SRB0002302,SRC0001521
GT0002959,SRA0002669,SRB0002303,
GT0002960,,,SRC0001522
GT0002961,SRA0002670,,SRC0001523
GT0002962,SRA0002671,,
GT0002963,SRA0002672,SRB0002304,
GT0002964,SRA0002673,SRB0002305,
GT0002965,SRA0002674,SRB0002306,SRC0001524
GT0002966,SRA0002675,SRB0002307,
GT0002967,SRA0002676,SRB0002308,
GT0002968,SRA0002677,SRB0002309,
GT0002969,SRA0002678,SRB0002310,SRC0001525
GT0002970,SRA0002679,SRB0002311,SRC0001526
GT0002971,SRA0002680,SRB0002312,SRC0001527
GT0002972,,SRB0002313,
GT0002973,SRA0002681,SRB0002314,
GT0002974,SRA0002682,SRB0002315,SRC0001528
GT0002975,SRA0002683,,
GT0002976,SRA0002684,SRB0002316,SRC0001529
GT0002977,,SRB0002317,SRC0001530
GT0002978,SRA0002685,SRB0002318,SRC0001531
GT0002979,SRA0002686,SRB0002319,SRC0001532
GT0002980,SRA0002687,SRB0002320,
GT0002981,SRA0002688,,SRC0001533
GT0002982,SRA0002689,SRB0002321,
GT0002983,,,SRC0001534
GT0002984,SRA0002690,,
GT0002985,SRA0002691,SRB0002322,SRC0001535
GT0002986,SRA0002692,SRB0002323,SRC0001536
GT0002987,SRA0002693,SRB0002324,
GT0002988,SRA0002694,SRB0002325,SRC0001537
GT0002989,SRA0002695,SRB0002326,
GT0002990,SRA0002696,SRB0002327,
GT0002991,SRA0002697,SRB0002328,
GT0002992,SRA0002698,,
GT0002993,SRA0002699,SRB0002329,
GT0002994,SRA0002700,SRB0002330,
GT0002995,SRA0002701,SRB0002331,
GT0002996,SRA0002702,SRB0002332,SRC0001538
GT0002997,SRA0002703,SRB0002333,
GT0002998,SRA0002704,,SRC0001539
GT0002999,SRA0002705,SRB0002334,SRC0001540
GT0003000,SRA0002706,SRB0002335,SRC0001541
GT0003001,SRA0002707,,SRC0001542
GT0003002,SRA0002708,SRB0002336,
GT0003003,SRA0002709,SRB0002337,
GT0003004,SRA0002710,SRB0002338,
GT0003005,,SRB0002339,SRC0001543
GT0003006,,SRB0002340,SRC0001544
GT0003007,SRA0002711,SRB0002341,SRC0001545
GT0003008,SRA0002712,,SRC0001546
GT0003009,SRA0002713,SRB0002342,
GT0003010,SRA0002714,SRB0002343,SRC0001547
GT0003011,SRA0002715,SRB0002344,
GT0003012,SRA0002716,SRB0002345,SRC0001548
GT0003013,SRA0002717,SRB0002346,
GT0003014,,SRB0002347,
GT0003015,SRA0002718,,SRC0001549
GT0003016,,,SRC0001550
GT0003017,SRA0002719,SRB0002348,SRC0001551
GT0003018,SRA0002720,,
GT0003019,,,SRC0001552
GT0003020,SRA0002721,,SRC0001553
GT0003021,SRA0002722,SRB0002349,
GT0003022,SRA0002723,,
GT0003023,,SRB0002350,SRC0001554
GT0003024,SRA0002724,,
GT0003025,SRA0002725,SRB0002351,SRC0001555
GT0003026,SRA0002726,SRB0002352,SRC0001556
GT0003027,SRA0002727,SRB0002353,
GT0003028,SRA0002728,SRB0002354,
GT0003029,SRA0002729,SRB0002355,
GT0003030,SRA0002730,SRB0002356,SRC0001557
GT0003031,SRA0002731,SRB0002357,
GT0003032,SRA0002732,SRB0002358,SRC0001558
GT0003033,SRA0002733,,
GT0003034,SRA0002734,SRB0002359,SRC0001559
GT0003035,SRA0002735,SRB0002360,
GT0003036,SRA0002736,SRB0002361,
GT0003037,SRA0002737,SRB0002362,
GT0003038,SRA0002738,SRB0002363,SRC0001560
GT0003039,SRA0002739,SRB0002364,SRC0001561
GT0003040,SRA0002740,,
GT0003041,SRA0002741,SRB0002365,
GT0003042,SRA0002742,SRB0002366,SRC0001562
GT0003043,SRA0002743,SRB0002367,SRC0001563
GT0003044,SRA0002744,SRB0002368,
GT0003045,SRA0002745,,
GT0003046,SRA0002746,SRB0002369,
GT0003047,SRA0002747,SRB0002370,SRC0001564
GT0003048,SRA0002748,,SRC0001565
GT0003049,SRA0002749,SRB0002371,
GT0003050,SRA0002750,SRB0002372,SRC0001566
GT0003051,SRA0002751,SRB0002373,
GT0003052,SRA0002752,,SRC0001567
GT0003053,SRA0002753,SRB0002374,
GT0003054,SRA0002754,SRB0002375,SRC0001568
GT0003055,SRA0002755,SRB0002376,SRC0001569
GT0003056,SRA0002756,,SRC0001570
GT0003057,SRA0002757,SRB0002377,SRC0001571
GT0003058,SRA0002758,SRB0002378,
GT0003059,SRA0002759,SRB0002379,SRC0001572
GT0003060,SRA0002760,SRB0002380,SRC0001573
GT0003061,SRA0002761,SRB0002381,SRC0001574
GT0003062,SRA0002762,SRB0002382,SRC0001575
GT0003063,SRA0002763,SRB0002383,
GT0003064,SRA0002764,SRB0002384,SRC0001576
GT0003065,SRA0002765,SRB0002385,
GT0003066,SRA0002766,SRB0002386,SRC0001577
GT0003067,,SRB0002387,SRC0001578
GT0003068,SRA0002767,SRB0002388,
GT0003069,SRA0002768,SRB0002389,SRC0001579
GT0003070,SRA0002769,SRB0002390,SRC0001580
GT0003071,SRA0002770,SRB0002391,SRC0001581
GT0003072,SRA0002771,,
GT0003073,SRA0002772,,SRC0001582
GT0003074,SRA0002773,SRB0002392,SRC0001583
GT0003075,SRA0002774,SRB0002393,
GT0003076,SRA0002775,,SRC0001584
GT0003077,SRA0002776,SRB0002394,
GT0003078,SRA0002777,,
GT0003079,,SRB0002395,
GT0003080,SRA0002778,SRB0002396,
GT0003081,SRA0002779,SRB0002397,SRC0001585
GT0003082,SRA0002780,SRB0002398,
GT0003083,SRA0002781,SRB0002399,SRC0001586
GT0003084,SRA0002782,SRB0002400,
GT0003085,SRA0002783,,SRC0001587
GT0003086,SRA0002784,SRB0002401,SRC0001588
GT0003087,SRA0002785,SRB0002402,SRC0001589
GT0003088,SRA0002786,SRB0002403,
GT0003089,SRA0002787,SRB0002404,
GT0003090,SRA0002788,,
GT0003091,SRA0002789,SRB0002405,
GT0003092,SRA0002790,SRB0002406,SRC0001590
GT0003093,SRA0002791,SRB0002407,
GT0003094,SRA0002792,SRB0002408,
GT0003095,SRA0002793,SRB0002409,SRC0001591
GT0003096,SRA0002794,,SRC0001592
GT0003097,SRA0002795,,SRC0001593
GT0003098,SRA0002796,SRB0002410,SRC0001594
GT0003099,SRA0002797,,SRC0001595
GT0003100,SRA0002798,SRB0002411,
GT0003101,,,
GT0003102,SRA0002799,SRB0002412,SRC0001596
GT0003103,SRA0002800,SRB0002413,
GT0003104,SRA0002801,SRB0002414,
GT0003105,SRA0002802,SRB0002415,
GT0003106,SRA0002803,SRB0002416,
GT0003107,SRA0002804,SRB0002417,
GT0003108,,SRB0002418,
GT0003109,SRA0002805,SRB0002419,SRC0001597
GT0003110,SRA0002806,SRB0002420,SRC0001598
GT0003111,SRA0002807,SRB0002421,SRC0001599
GT0003112,SRA0002808,SRB0002422,
GT0003113,SRA0002809,SRB0002423,
GT0003114,SRA0002810,,
GT0003115,SRA0002811,SRB0002424,
GT0003116,SRA0002812,SRB0002425,
GT0003117,SRA0002813,,
GT0003118,,SRB0002426,SRC0001600
GT0003119,SRA0002814,SRB0002427,
GT0003120,SRA0002815,SRB0002428,SRC0001601
GT0003121,,,SRC0001602
GT0003122,SRA0002816,,SRC0001603
GT0003123,SRA0002817,SRB0002429,
GT0003124,,,SRC0001604
GT0003125,SRA0002818,SRB0002430,SRC0001605
GT0003126,SRA0002819,SRB0002431,SRC0001606
GT0003127,,SRB0002432,
GT0003128,SRA0002820,SRB0002433,SRC0001607
GT0003129,SRA0002821,SRB0002434,
GT0003130,SRA0002822,,SRC0001608
GT0003131,SRA0002823,SRB0002435,
GT0003132,SRA0002824,SRB0002436,SRC0001609
GT0003133,SRA0002825,SRB0002437,
GT0003134,SRA0002826,SRB0002438,
GT0003135,SRA0002827,,SRC0001610
GT0003136,SRA0002828,SRB0002439,
GT0003137,SRA0002829,SRB0002440,
GT0003138,SRA0002830,SRB0002441,
GT0003139,SRA0002831,,SRC0001611
GT0003140,,,SRC0001612
GT0003141,,SRB0002442,SRC0001613
GT0003142,,SRB0002443,SRC0001614
GT0003143,SRA0002832,SRB0002444,SRC0001615
GT0003144,SRA0002833,SRB0002445,
GT0003145,SRA0002834,SRB0002446,
GT0003146,SRA0002835,,
GT0003147,SRA0002836,SRB0002447,SRC0001616
GT0003148,SRA0002837,SRB0002448,SRC0001617
GT0003149,SRA0002838,SRB0002449,
GT0003150,SRA0002839,,SRC0001618
GT0003151,SRA0002840,SRB0002450,
